Department Name,Measure ID,Measure Name,Frequency,Fiscal Year,Result,Goal,Long Term Goal,Data as of Date,Frequency of Goal,Supports Goal Value,Supports Goal,Dashboard Indicator Value,Dashboard Indicator,Legend
Planning and Zoning,2691,Number of neighborhood plans scheduled on Planning Commission agenda,Annual,2014,3,3,,9/30/14 0:00,Annual,0,No,0,No,
Planning and Zoning,2691,Number of neighborhood plans scheduled on Planning Commission agenda,Annual,2015,0,0,,9/30/15 0:00,Annual,0,No,0,No,
Planning and Zoning,2687,Percent of neighborhood planning participants who satisfied with the neighborhood planning process.,Annual,2010,83.25,70,,9/30/10 0:00,Annual,0,No,0,No,
Planning and Zoning,2687,Percent of neighborhood planning participants who satisfied with the neighborhood planning process.,Annual,2011,90.5,70,,9/30/11 0:00,Annual,0,No,0,No,
Planning and Zoning,2687,Percent of neighborhood planning participants who satisfied with the neighborhood planning process.,Annual,2012,94.4,70,,9/30/12 0:00,Annual,0,No,0,No,
Planning and Zoning,2687,Percent of neighborhood planning participants who satisfied with the neighborhood planning process.,Annual,2013,0,70,,9/30/13 0:00,Annual,0,No,0,No,
Planning and Zoning,2687,Percent of neighborhood planning participants who satisfied with the neighborhood planning process.,Annual,2014,0,70,,9/30/14 0:00,Annual,0,No,0,No,
Planning and Zoning,2687,Percent of neighborhood planning participants who satisfied with the neighborhood planning process.,Annual,2015,95.7,0,,9/30/15 0:00,Annual,0,No,0,No,
Police,7003,"Part II crime rate per 1,000 population",Annual,2010,125,,,9/30/10 0:00,Annual,0,No,0,No,
Police,7003,"Part II crime rate per 1,000 population",Annual,2011,116,142,,9/30/11 0:00,Annual,0,No,0,No,
Police,7003,"Part II crime rate per 1,000 population",Annual,2012,109,127,,9/30/12 0:00,Annual,0,No,0,No,
Police,7003,"Part II crime rate per 1,000 population",Annual,2013,102,127,,9/30/13 0:00,Annual,0,No,0,No,
Police,7003,"Part II crime rate per 1,000 population",Annual,2014,91,136,,9/30/14 0:00,Annual,0,No,0,No,
Police,7003,"Part II crime rate per 1,000 population",Annual,2015,90,116,,9/30/15 0:00,Annual,0,No,0,No,
Police,7002,Percent of Part I crimes cleared,Annual,2010,12.1,,,9/30/10 0:00,Annual,0,No,0,No,
Police,7002,Percent of Part I crimes cleared,Annual,2011,14.8,13.5,,9/30/11 0:00,Annual,0,No,0,No,
Police,7002,Percent of Part I crimes cleared,Annual,2012,14.9,12.4,,9/30/12 0:00,Annual,0,No,0,No,
Police,7002,Percent of Part I crimes cleared,Annual,2013,16.1,13.9,,9/30/13 0:00,Annual,0,No,0,No,
Police,7002,Percent of Part I crimes cleared,Annual,2014,17.8,13.9,,9/30/14 0:00,Annual,0,No,0,No,
Police,7002,Percent of Part I crimes cleared,Annual,2015,16.3,14.3,,9/30/15 0:00,Annual,0,No,0,No,
Police,6664,Percent of residents who are satisfied with the overall quality of police services,Annual,2010,74,75,,9/30/10 0:00,Annual,0,No,0,No,
Police,6664,Percent of residents who are satisfied with the overall quality of police services,Annual,2011,76,72,,9/30/11 0:00,Annual,0,No,0,No,
Police,6664,Percent of residents who are satisfied with the overall quality of police services,Annual,2012,74,75,,9/30/12 0:00,Annual,0,No,0,No,
Police,6664,Percent of residents who are satisfied with the overall quality of police services,Annual,2013,68,78,,9/30/13 0:00,Annual,0,No,0,No,
Police,6664,Percent of residents who are satisfied with the overall quality of police services,Annual,2014,74,74,,9/30/14 0:00,Annual,0,No,0,No,
Police,6664,Percent of residents who are satisfied with the overall quality of police services,Annual,2015,72,72,,9/30/15 0:00,Annual,0,No,0,No,
Police,2815,"Property crime rate per 1,000 population",Annual,2010,57.55,63.35,,9/30/10 0:00,Annual,0,No,1,Yes,
Police,2815,"Property crime rate per 1,000 population",Annual,2011,52.35,61.5,,9/30/11 0:00,Annual,1,Yes,1,Yes,
Police,2815,"Property crime rate per 1,000 population",Annual,2012,52.19,59.42,,9/30/12 0:00,Annual,1,Yes,1,Yes,
Police,2815,"Property crime rate per 1,000 population",Annual,2013,48.5,53.79,,9/30/13 0:00,Annual,1,Yes,1,Yes,
Police,2815,"Property crime rate per 1,000 population",Annual,2014,41.42,56.5,,9/30/14 0:00,Annual,1,Yes,1,Yes,
Police,2815,"Property crime rate per 1,000 population",Annual,2015,40.68,54.49,,9/30/15 0:00,Annual,1,Yes,1,Yes,
Public Works,3203,Number of curb ramps constructed,Annual,2013,355,230,,9/30/13 0:00,Annual,0,No,0,No,
Police,2848,"Rate of traffic fatalities per 100,000 population",Annual,2010,6.84,7.3,,9/30/10 0:00,Annual,0,No,0,No,
Police,2848,"Rate of traffic fatalities per 100,000 population",Annual,2011,6.93,7.67,,9/30/11 0:00,Annual,0,No,0,No,
Police,2848,"Rate of traffic fatalities per 100,000 population",Annual,2012,7.91,6.77,,9/30/12 0:00,Annual,0,No,0,No,
Police,2848,"Rate of traffic fatalities per 100,000 population",Annual,2013,10.17,8.47,,9/30/13 0:00,Annual,0,No,0,No,
Police,2848,"Rate of traffic fatalities per 100,000 population",Annual,2014,7.55,7.37,,9/30/14 0:00,Annual,0,No,0,No,
Police,2848,"Rate of traffic fatalities per 100,000 population",Annual,2015,10.76,7.86,,9/30/15 0:00,Annual,0,No,0,No,
Police,6691,Total police response time for EMERGENCY and URGENT calls,Annual,2010,6.59,7.35,,9/30/10 0:00,Annual,0,No,1,Yes,
Police,6691,Total police response time for EMERGENCY and URGENT calls,Annual,2011,6.45,7.38,,9/30/11 0:00,Annual,0,No,1,Yes,
Police,6691,Total police response time for EMERGENCY and URGENT calls,Annual,2012,7.19,6.53,,9/30/12 0:00,Annual,0,No,1,Yes,
Police,6691,Total police response time for EMERGENCY and URGENT calls,Annual,2013,7.3,7,,9/30/13 0:00,Annual,0,No,1,Yes,
Police,6691,Total police response time for EMERGENCY and URGENT calls,Annual,2014,7.45,7.31,,9/30/14 0:00,Annual,0,No,1,Yes,
Police,6691,Total police response time for EMERGENCY and URGENT calls,Annual,2015,8.04,7.3,,9/30/15 0:00,Annual,0,No,1,Yes,
Police,2816,"Violent crime rate per 1,000 population",Annual,2010,4.76,5.29,,9/30/10 0:00,Annual,0,No,1,Yes,
Police,2816,"Violent crime rate per 1,000 population",Annual,2011,4.3,5.2,,9/30/11 0:00,Annual,1,Yes,1,Yes,
Police,2816,"Violent crime rate per 1,000 population",Annual,2012,4.09,4.95,,9/30/12 0:00,Annual,1,Yes,1,Yes,
Police,2816,"Violent crime rate per 1,000 population",Annual,2013,3.63,4.45,,9/30/13 0:00,Annual,1,Yes,1,Yes,
Police,2816,"Violent crime rate per 1,000 population",Annual,2014,3.96,4.71,,9/30/14 0:00,Annual,1,Yes,1,Yes,
Police,2816,"Violent crime rate per 1,000 population",Annual,2015,4.05,5.01,,9/30/15 0:00,Annual,1,Yes,1,Yes,
Public Works,3150,Lane miles of overlay completed,Annual,2010,176.3,144,,9/30/10 0:00,Annual,1,Yes,0,No,
Public Works,3150,Lane miles of overlay completed,Annual,2011,225.5,214,,9/30/11 0:00,Annual,1,Yes,0,No,
Public Works,3150,Lane miles of overlay completed,Annual,2012,155.7,200,,9/30/12 0:00,Annual,1,Yes,0,No,
Public Works,3150,Lane miles of overlay completed,Annual,2013,185.3,142.4,,9/30/13 0:00,Annual,1,Yes,0,No,
Public Works,3150,Lane miles of overlay completed,Annual,2014,149.1,158.6,,9/30/14 0:00,Annual,1,Yes,0,No,
Public Works,3150,Lane miles of overlay completed,Annual,2015,116,180,,9/30/15 0:00,Annual,1,Yes,0,No,
Public Works,3153,Lane miles of preventive maintenance crack seal completed,Annual,2010,89,92,,9/30/10 0:00,Annual,1,Yes,0,No,
Public Works,3153,Lane miles of preventive maintenance crack seal completed,Annual,2011,98.1,92,,9/30/11 0:00,Annual,1,Yes,0,No,
Public Works,3153,Lane miles of preventive maintenance crack seal completed,Annual,2012,99,92,,9/30/12 0:00,Annual,1,Yes,0,No,
Public Works,3153,Lane miles of preventive maintenance crack seal completed,Annual,2013,117.1,92,,9/30/13 0:00,Annual,1,Yes,0,No,
Public Works,3153,Lane miles of preventive maintenance crack seal completed,Annual,2014,155.2,92,,9/30/14 0:00,Annual,1,Yes,0,No,
Public Works,3153,Lane miles of preventive maintenance crack seal completed,Annual,2015,122.6,92,,9/30/15 0:00,Annual,1,Yes,0,No,
Public Works,3203,Number of curb ramps constructed,Annual,2010,263,200,,9/30/10 0:00,Annual,1,Yes,0,No,
Public Works,3203,Number of curb ramps constructed,Annual,2011,200,250,,9/30/11 0:00,Annual,0,No,0,No,
Public Works,3203,Number of curb ramps constructed,Annual,2012,499,250,,9/30/12 0:00,Annual,0,No,0,No,
Public Works,3203,Number of curb ramps constructed,Annual,2014,519,500,,9/30/14 0:00,Annual,0,No,0,No,
Public Works,3203,Number of curb ramps constructed,Annual,2015,835,494,,9/30/15 0:00,Annual,0,No,0,No,
Public Works,3160,Percent of lane miles in fair to excellent condition,Annual,2010,76.1,76.1,,9/30/10 0:00,Annual,0,No,0,No,
Public Works,3160,Percent of lane miles in fair to excellent condition,Annual,2011,79,75.5,,9/30/11 0:00,Annual,1,Yes,1,Yes,
Public Works,3160,Percent of lane miles in fair to excellent condition,Annual,2012,80,75,,9/30/12 0:00,Annual,1,Yes,1,Yes,
Public Works,3160,Percent of lane miles in fair to excellent condition,Annual,2013,78,81.6,,9/30/13 0:00,Annual,1,Yes,1,Yes,
Public Works,3160,Percent of lane miles in fair to excellent condition,Annual,2014,79.5,79.5,,9/30/14 0:00,Annual,1,Yes,1,Yes,
Public Works,3160,Percent of lane miles in fair to excellent condition,Annual,2015,79.5,79.8,,9/30/15 0:00,Annual,1,Yes,1,Yes,
Public Works,3094,Percent of Projects that pass one-year warranty inspection without significant construction deficiencies,Annual,2010,95,80,,9/30/10 0:00,Annual,0,No,0,No,
Public Works,3094,Percent of Projects that pass one-year warranty inspection without significant construction deficiencies,Annual,2011,100,80,,9/30/11 0:00,Annual,0,No,0,No,
Public Works,3094,Percent of Projects that pass one-year warranty inspection without significant construction deficiencies,Annual,2012,100,80,,9/30/12 0:00,Annual,0,No,0,No,
Public Works,3094,Percent of Projects that pass one-year warranty inspection without significant construction deficiencies,Annual,2013,100,80,,9/30/13 0:00,Annual,0,No,0,No,
Public Works,3094,Percent of Projects that pass one-year warranty inspection without significant construction deficiencies,Annual,2014,100,80,,9/30/14 0:00,Annual,0,No,0,No,
Public Works,3169,Percentage of warranted locations staffed,Annual,2010,99,100,,9/30/10 0:00,Annual,0,No,0,No,
Public Works,3169,Percentage of warranted locations staffed,Annual,2011,98,100,,9/30/11 0:00,Annual,0,No,0,No,
Public Works,3169,Percentage of warranted locations staffed,Annual,2012,99,100,,9/30/12 0:00,Annual,0,No,0,No,
Public Works,3169,Percentage of warranted locations staffed,Annual,2013,99.3,99,,9/30/13 0:00,Annual,0,No,0,No,
Public Works,3169,Percentage of warranted locations staffed,Annual,2014,99,100,,9/30/14 0:00,Annual,0,No,0,No,
Public Works,3169,Percentage of warranted locations staffed,Annual,2015,99,99,,9/30/15 0:00,Annual,0,No,0,No,
Public Works,3204,Total linear feet of new ADA sidewalk constructed or sidewalk rehabilitated to meet ADA requirements,Annual,2010,35448,30000,,9/30/10 0:00,Annual,0,No,0,No,
Public Works,3204,Total linear feet of new ADA sidewalk constructed or sidewalk rehabilitated to meet ADA requirements,Annual,2011,57800,40000,,9/30/11 0:00,Annual,0,No,0,No,
Public Works,3204,Total linear feet of new ADA sidewalk constructed or sidewalk rehabilitated to meet ADA requirements,Annual,2012,66575,40000,,9/30/12 0:00,Annual,0,No,0,No,
Public Works,3204,Total linear feet of new ADA sidewalk constructed or sidewalk rehabilitated to meet ADA requirements,Annual,2013,66270,47000,,9/30/13 0:00,Annual,0,No,0,No,
Public Works,3204,Total linear feet of new ADA sidewalk constructed or sidewalk rehabilitated to meet ADA requirements,Annual,2014,70179,66800,,9/30/14 0:00,Annual,0,No,0,No,
Public Works,3204,Total linear feet of new ADA sidewalk constructed or sidewalk rehabilitated to meet ADA requirements,Annual,2015,114513,65938,,9/30/15 0:00,Annual,0,No,0,No,
Public Works,6940,Total number of lane miles of street preventive maintenance completed,Annual,2010,954,763,,9/30/10 0:00,Annual,0,No,0,No,
Public Works,6940,Total number of lane miles of street preventive maintenance completed,Annual,2011,705.8,791,,9/30/11 0:00,Annual,1,Yes,0,No,
Public Works,6940,Total number of lane miles of street preventive maintenance completed,Annual,2012,733.5,752,,9/30/12 0:00,Annual,1,Yes,0,No,
Public Works,6940,Total number of lane miles of street preventive maintenance completed,Annual,2013,857,724.4,,9/30/13 0:00,Annual,1,Yes,0,No,
Public Works,6940,Total number of lane miles of street preventive maintenance completed,Annual,2014,803.5,740.6,,9/30/14 0:00,Annual,1,Yes,0,No,
Public Works,6940,Total number of lane miles of street preventive maintenance completed,Annual,2015,606.7,772,,9/30/15 0:00,Annual,1,Yes,0,No,
Public Works,3121,YTD spending as a percent of CIP spending plan estimated at the beginning of Fiscal Year,Annual,2010,85.78,80,,9/30/10 0:00,Annual,0,No,0,No,
Public Works,3121,YTD spending as a percent of CIP spending plan estimated at the beginning of Fiscal Year,Annual,2011,87.82,80,,9/30/11 0:00,Annual,0,No,0,No,
Public Works,3121,YTD spending as a percent of CIP spending plan estimated at the beginning of Fiscal Year,Annual,2012,89.29,80,,9/30/12 0:00,Annual,0,No,0,No,
Public Works,3121,YTD spending as a percent of CIP spending plan estimated at the beginning of Fiscal Year,Annual,2013,91.03,80,,9/30/13 0:00,Annual,0,No,0,No,
Public Works,3121,YTD spending as a percent of CIP spending plan estimated at the beginning of Fiscal Year,Annual,2014,80.52,80,,9/30/14 0:00,Annual,0,No,0,No,
Public Works,3121,YTD spending as a percent of CIP spending plan estimated at the beginning of Fiscal Year,Annual,2015,66,80,,9/30/15 0:00,Annual,0,No,0,No,
Watershed Protection,7935,Citizen satisfaction with flood hazard mitigation efforts,Annual,2014,68,60,,9/30/14 0:00,Annual,0,No,0,No,
Watershed Protection,7935,Citizen satisfaction with flood hazard mitigation efforts,Annual,2015,72,60,,9/30/15 0:00,Annual,0,No,0,No,
Watershed Protection,3470,Gallons of pollutants recovered as a result of business inspections and spills response,Annual,2010,1469154,500000,,9/30/10 0:00,Annual,0,No,0,No,
Watershed Protection,3470,Gallons of pollutants recovered as a result of business inspections and spills response,Annual,2011,201459,750000,,9/30/11 0:00,Annual,0,No,0,No,
Watershed Protection,3470,Gallons of pollutants recovered as a result of business inspections and spills response,Annual,2012,5306751,1100000,,9/30/12 0:00,Annual,0,No,0,No,
Watershed Protection,3470,Gallons of pollutants recovered as a result of business inspections and spills response,Annual,2013,429278,750000,,9/30/13 0:00,Annual,0,No,0,No,
Watershed Protection,3470,Gallons of pollutants recovered as a result of business inspections and spills response,Annual,2014,3662369,700000,,9/30/14 0:00,Annual,0,No,0,No,
Watershed Protection,3470,Gallons of pollutants recovered as a result of business inspections and spills response,Annual,2015,693489,700000,,9/30/15 0:00,Annual,0,No,0,No,
Watershed Protection,6998,Linear feet of storm drain infrastructure installed or replaced by WPD,Annual,2011,21072,1200,,9/30/11 0:00,Annual,0,No,0,No,
Watershed Protection,6998,Linear feet of storm drain infrastructure installed or replaced by WPD,Annual,2012,28960,3755,,9/30/12 0:00,Annual,0,No,0,No,
Watershed Protection,6998,Linear feet of storm drain infrastructure installed or replaced by WPD,Annual,2013,14504,11000,,9/30/13 0:00,Annual,0,No,0,No,
Watershed Protection,6998,Linear feet of storm drain infrastructure installed or replaced by WPD,Annual,2014,6619,7800,15000,9/30/14 0:00,Annual,0,No,0,No,
Watershed Protection,6998,Linear feet of storm drain infrastructure installed or replaced by WPD,Annual,2015,2193,5000,15000,9/30/15 0:00,Annual,0,No,0,No,
Watershed Protection,6466,Number of linear feet of stream channel repairs designed,Annual,2010,5730,4000,,9/30/10 0:00,Annual,0,No,0,No,
Watershed Protection,6466,Number of linear feet of stream channel repairs designed,Annual,2011,4235,2805,,9/30/11 0:00,Annual,0,No,0,No,
Watershed Protection,6466,Number of linear feet of stream channel repairs designed,Annual,2012,5030,4800,,9/30/12 0:00,Annual,0,No,0,No,
Watershed Protection,6466,Number of linear feet of stream channel repairs designed,Annual,2013,4995,4000,,9/30/13 0:00,Annual,0,No,0,No,
Watershed Protection,6466,Number of linear feet of stream channel repairs designed,Annual,2014,3522,4000,,9/30/14 0:00,Annual,0,No,0,No,
Watershed Protection,6466,Number of linear feet of stream channel repairs designed,Annual,2015,1345,4000,,9/30/15 0:00,Annual,0,No,0,No,
Watershed Protection,7604,Number of structures/roadways with increased flood hazard protection-project completed,Annual,2010,37,,,9/30/10 0:00,Annual,0,No,0,No,
Watershed Protection,7604,Number of structures/roadways with increased flood hazard protection-project completed,Annual,2011,22,10,,9/30/11 0:00,Annual,0,No,0,No,
Watershed Protection,7604,Number of structures/roadways with increased flood hazard protection-project completed,Annual,2012,80,58,,9/30/12 0:00,Annual,0,No,0,No,
Watershed Protection,7604,Number of structures/roadways with increased flood hazard protection-project completed,Annual,2013,65,20,,9/30/13 0:00,Annual,0,No,0,No,
Watershed Protection,7604,Number of structures/roadways with increased flood hazard protection-project completed,Annual,2014,31,26,20,9/30/14 0:00,Annual,0,No,0,No,
Watershed Protection,7604,Number of structures/roadways with increased flood hazard protection-project completed,Annual,2015,37,9,20,9/30/15 0:00,Annual,0,No,0,No,
Watershed Protection,7949,Percent of CIP projects substantially completed on schedule,Annual,2011,100,100,,9/30/11 0:00,Annual,0,No,0,No,
Watershed Protection,7949,Percent of CIP projects substantially completed on schedule,Annual,2012,86,100,,9/30/12 0:00,Annual,0,No,0,No,
Watershed Protection,7949,Percent of CIP projects substantially completed on schedule,Annual,2013,100,100,,9/30/13 0:00,Annual,0,No,0,No,
Watershed Protection,7949,Percent of CIP projects substantially completed on schedule,Annual,2014,86,100,,9/30/14 0:00,Annual,0,No,0,No,
Watershed Protection,7949,Percent of CIP projects substantially completed on schedule,Annual,2015,100,100,,9/30/15 0:00,Annual,0,No,0,No,
Watershed Protection,3484,Tons of total suspended solids (TSS) removed annually in drainage areas with publicly-funded structural water quality controls (tons per year),Annual,2010,690,800,,9/30/10 0:00,Annual,0,No,0,No,
Watershed Protection,3484,Tons of total suspended solids (TSS) removed annually in drainage areas with publicly-funded structural water quality controls (tons per year),Annual,2011,719,900,,9/30/11 0:00,Annual,0,No,0,No,
Watershed Protection,3484,Tons of total suspended solids (TSS) removed annually in drainage areas with publicly-funded structural water quality controls (tons per year),Annual,2012,720,725,,9/30/12 0:00,Annual,0,No,0,No,
Watershed Protection,3484,Tons of total suspended solids (TSS) removed annually in drainage areas with publicly-funded structural water quality controls (tons per year),Annual,2013,765,750,,9/30/13 0:00,Annual,0,No,0,No,
Watershed Protection,3484,Tons of total suspended solids (TSS) removed annually in drainage areas with publicly-funded structural water quality controls (tons per year),Annual,2014,776,785,,9/30/14 0:00,Annual,0,No,0,No,
Watershed Protection,3484,Tons of total suspended solids (TSS) removed annually in drainage areas with publicly-funded structural water quality controls (tons per year),Annual,2015,778,784,,9/30/15 0:00,Annual,0,No,0,No,
Austin Public Library,6870,Visits per capita,Annual,2015,3.54,4.37,,9/30/15 0:00,Annual,1,Yes,0,No,
Public Works,3094,Percent of Projects that pass one-year warranty inspection without significant construction deficiencies,Annual,2015,92.3,80,,9/30/15 0:00,Annual,1,Yes,0,No,
Parks and Recreation,3033,"Number of city park acres per 1,000 population",Annual,2015,22.1,23.5,,9/30/15 0:00,Annual,1,Yes,0,No,
Fire,1556,Number of unintentional fire deaths in the past 12 months,Annual,2015,5,0,,9/30/15 0:00,Annual,1,Yes,0,No,
